corpus-id,1,1882,1890,1942,2,3,90,a,abnorm,accomplish,account,achiev,acid,adult,aetiologyombin,alcohol,also,amber,amid,analysi,approach,armi,as,atom,autoimmun,b,base,behaviour,best,bile,biliari,bomb,bright,bulk,c,cancer,carri,caus,cell,certain,childhood,cholanoid,cholestat,cirrhosi,cloud,coal,color,colorless,colorâurin,combin,common,commun,compar,concentr,conduct,consid,consum,cooper,corp,corticosteroid,creat,crime,crimin,damag,dark,dialogu,diffus,diseas,disord,earlyâstag,eat,economi,eg,electrospray,emphas,engin,engineersbegan,equal,error,featur,flow,food,foster,found,glucos,govern,gradient,hang,harm,hepat,hereditari,highest,hundr,identifi,import,impress,in,inborn,includ,individu,industri,infanc,infect,injuri,innoc,insid,intellect,introduct,involv,ionis,iron,it,june,justic,largest,late,later,lead,leaf,leav,lifeh,lifethreaten,live,liver,lumber,major,manhattan,mani,mass,meant,medic,metaanalysi,metabol,mind,monotherapi,motor,move,multivitamin,name,nationâ,neurolog,neuron,obliter,offend,offens,often,organ,pale,paraparesi,part,peopl,percent,perform,phloem,photosynthesi,plant,power,practic,presenc,present,pressur,primari,process,produc,product,program,progress,project,purpos,rail,railroad,rate,rather,rct,reflect,relationship,repair,research,respond,restor,result,sap,satisfact,scientif,screen,secret,sever,shade,shown,sign,sink,sourc,spastic,spectrometri,stakehold,state,steel,step,substanc,success,sucros,sugar,synthesi,take,tandem,test,the,theori,therapi,they,thi,thousand,tissu,tradit,transform,transplant,travel,truli,turgor,turn,tutori,type,udca,unit,unknown,unusu,upper,urin,urinari,ursodeoxychol,use,usual,varieti,variou,vascular,vessel,victim,water,wrongdo,xylem,yellow
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8047189562170501,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.8047189562170501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.6019864021629681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,1.151292546497023,0.0,1.151292546497023,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.8047189562170501,0.0,0.0,1.151292546497023,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8047189562170501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.5108256237659907,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,2.302585092994046,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2039728043259361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5108256237659907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.7675283643313486,0.0,0.0,0.0,0.5364793041447001,0.7675283643313486,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5364793041447001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8026485362172907,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,1.0729586082894003,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,1.5350567286626973,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.5364793041447001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.7675283643313486,0.0,0.0,0.7675283643313486,0.0,1.6094379124341003,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.5364793041447001,0.0,0.0,0.7675283643313486,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,1.5350567286626973,1.5350567286626973,0.0,1.5350567286626973,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5350567286626973,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.5364793041447001,0.0,0.0,0.7675283643313486,0.0,0.0,0.7675283643313486,1.5350567286626973,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8047189562170501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6019864021629681,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.8047189562170501,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.8047189562170501,0.0,0.0,0.0,0.0,0.0,0.0,0.8047189562170501,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.6019864021629681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25541281188299536,0.8047189562170501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,1.151292546497023,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,1.6094379124341003,1.151292546497023,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8047189562170501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,1.5350567286626973,0.0,0.0,0.0,0.0,0.0,0.5364793041447001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5350567286626973,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0729586082894003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5350567286626973,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5364793041447001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,1.5350567286626973,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,1.5350567286626973,0.0,0.7675283643313486,0.0
37,0.0,0.7675283643313486,0.7675283643313486,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.5364793041447001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.7675283643313486,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,1.5350567286626973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.5364793041447001,0.5364793041447001,0.0,0.0,0.0,0.0,0.7675283643313486,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8026485362172907,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1702752079219969,0.0,0.0,1.5350567286626973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0729586082894003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,1.151292546497023,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.6019864021629681,0.0,0.0,1.151292546497023,0.0,0.8047189562170501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8047189562170501,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8047189562170501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,1.151292546497023,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,2.302585092994046,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5756462732485115,0.0,0.0,0.0,0.0,0.40235947810852507,0.40235947810852507,0.5756462732485115,0.40235947810852507,0.5756462732485115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.5756462732485115,0.0,0.0,0.0,0.0,0.5756462732485115,0.0,0.0,0.0,0.5756462732485115,0.5756462732485115,0.0,0.8047189562170501,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.5756462732485115,0.5756462732485115,0.0,0.5756462732485115,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6019864021629681,0.40235947810852507,0.5756462732485115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5756462732485115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.5756462732485115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5756462732485115,0.5756462732485115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151292546497023,0.5756462732485115,0.0,0.5756462732485115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5756462732485115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5756462732485115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5756462732485115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12770640594149768,0.0,1.151292546497023,0.0,0.0,0.0,0.0,0.0,0.0,0.5756462732485115,0.0,0.0,0.0,0.0,0.0,0.5756462732485115,1.151292546497023,0.0,0.5756462732485115,0.0,0.0,0.0,0.0,0.5756462732485115,0.0,0.0,0.0,0.5756462732485115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5364793041447001,1.0729586082894003,0.5364793041447001,0.0,0.5364793041447001,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.7675283643313486,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.8026485362172907,0.5364793041447001,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.5364793041447001,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.7675283643313486,0.7675283643313486,0.0,0.5364793041447001,0.0,0.0,0.0,0.7675283643313486,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,1.5350567286626973,0.7675283643313486,0.0,0.0,0.0,0.5364793041447001,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.5364793041447001,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.7675283643313486,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.7675283643313486,0.7675283643313486,0.1702752079219969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.7675283643313486,0.0,0.7675283643313486,1.5350567286626973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
